"","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP"
"5020","MHI","Maui","PAIN","Parupeneus insularis","Mullidae","SECONDARY"
"5021","MHI","Maui","PAMU","Parupeneus multifasciatus","Mullidae","SECONDARY"
"5022","MHI","Maui","PAPL","Parupeneus pleurostigma","Mullidae","SECONDARY"
"5023","MHI","Maui","PAPO","Parupeneus porphyreus","Mullidae","SECONDARY"
"5024","MHI","Maui","PARR","Scaridae","Scaridae","PRIMARY"
"5025","MHI","Maui","PASC","Parapercis schauinslandii","Pinguipedidae","SECONDARY"
"5026","MHI","Maui","PEAS","Pervagor aspricaudus","Monacanthidae","SECONDARY"
"5027","MHI","Maui","PESP","Pervagor spilosoma","Monacanthidae","SECONDARY"
"5028","MHI","Maui","PLEW","Plagiotremus ewaensis","Blenniidae","SECONDARY"
"5029","MHI","Maui","PLGO","Plagiotremus goslinei","Blenniidae","SECONDARY"
"5030","MHI","Maui","PLIM","Plectroglyphidodon imparipennis","Pomacentridae","SECONDARY"
"5031","MHI","Maui","PLJO","Plectroglyphidodon johnstonianus","Pomacentridae","SECONDARY"
"5032","MHI","Maui","PLSI","Plectroglyphidodon sindonis","Pomacentridae","PRIMARY"
"5033","MHI","Maui","PRME","Priacanthus meeki","Priacanthidae","PLANKTIVORE"
"5034","MHI","Maui","PSBI","Pseudanthias bicolor","Serranidae","PLANKTIVORE"
"5035","MHI","Maui","PSCE","Pseudojuloides cerasinus","Labridae","SECONDARY"
"5036","MHI","Maui","PSEV","Pseudocheilinus evanidus","Labridae","SECONDARY"
"5037","MHI","Maui","PSOC","Pseudocheilinus octotaenia","Labridae","SECONDARY"
"5038","MHI","Maui","PSTE","Pseudocheilinus tetrataenia","Labridae","SECONDARY"
"5039","MHI","Maui","PTHE","Ptereleotris heteroptera","Ptereleotridae","PLANKTIVORE"
"5040","MHI","Maui","RHAC","Rhinecanthus aculeatus","Balistidae","SECONDARY"
"5041","MHI","Maui","RHRE","Rhinecanthus rectangulus","Balistidae","SECONDARY"
"5042","MHI","Maui","SADI","Sargocentron diadema","Holocentridae","SECONDARY"
"5043","MHI","Maui","SAOR","Sarda orientalis","Scombridae","PISCIVORE"
"5044","MHI","Maui","SASP","Sargocentron spiniferum","Holocentridae","SECONDARY"
"5045","MHI","Maui","SAXA","Sargocentron xantherythrum","Holocentridae","SECONDARY"
"5046","MHI","Maui","SCCA","Scorpaenopsis cacopsis","Scorpaenidae","PISCIVORE"
"5047","MHI","Maui","SCDI","Scorpaenopsis diabolus","Scorpaenidae","PISCIVORE"
"5048","MHI","Maui","SCDU","Scarus dubius","Scaridae","PRIMARY"
"5049","MHI","Maui","SCLY","Scomberoides lysan","Carangidae","PISCIVORE"
"5050","MHI","Maui","SCPS","Scarus psittacus","Scaridae","PRIMARY"
"5051","MHI","Maui","SCRU","Scarus rubroviolaceus","Scaridae","PRIMARY"
"5052","MHI","Maui","SCSP","Scarus sp","Scaridae","PRIMARY"
"5053","MHI","Maui","SEBA","Sebastapistes ballieui","Scorpaenidae","SECONDARY"
"5054","MHI","Maui","SECO","Sebastapistes coniorta","Scorpaenidae","SECONDARY"
"5055","MHI","Maui","SEDU","Seriola dumerili","Carangidae","PISCIVORE"
"5056","MHI","Maui","STBA","Stethojulis balteata","Labridae","SECONDARY"
"5057","MHI","Maui","STFA","Stegastes fasciolatus","Pomacentridae","PRIMARY"
"5058","MHI","Maui","SUBU","Sufflamen bursa","Balistidae","SECONDARY"
"5059","MHI","Maui","SUFR","Sufflamen fraenatum","Balistidae","SECONDARY"
"5060","MHI","Maui","SURG","Acanthuridae","Acanthuridae","PRIMARY"
"5061","MHI","Maui","SYUL","Synodus ulae","Synodontidae","PISCIVORE"
"5062","MHI","Maui","THBA","Thalassoma ballieui","Labridae","SECONDARY"
"5063","MHI","Maui","THDU","Thalassoma duperrey","Labridae","SECONDARY"
"5064","MHI","Maui","THPU","Thalassoma purpureum","Labridae","SECONDARY"
"5065","MHI","Maui","THTR","Thalassoma trilobatum","Labridae","SECONDARY"
"5066","MHI","Maui","TROB","Triaenodon obesus","Carcharhinidae","PISCIVORE"
"5067","MHI","Maui","WRAS","Labridae","Labridae","SECONDARY"
"5068","MHI","Maui","XAAU","Xanthichthys auromarginatus","Balistidae","PLANKTIVORE"
"5069","MHI","Maui","ZACO","Zanclus cornutus","Zanclidae","SECONDARY"
"5070","MHI","Maui","ZEFL","Zebrasoma flavescens","Acanthuridae","PRIMARY"
"5071","MHI","Maui","ZEVE","Zebrasoma veliferum","Acanthuridae","PRIMARY"
"5072","NWHI","Midway","ABAB","Abudefduf abdominalis","Pomacentridae","PLANKTIVORE"
"5073","NWHI","Midway","ABVA","Abudefduf vaigiensis","Pomacentridae","PLANKTIVORE"
"5074","NWHI","Midway","ACBL","Acanthurus blochii","Acanthuridae","PRIMARY"
"5075","NWHI","Midway","ACDU","Acanthurus dussumieri","Acanthuridae","PRIMARY"
"5076","NWHI","Midway","ACLE","Acanthurus leucopareius","Acanthuridae","PRIMARY"
"5077","NWHI","Midway","ACNF","Acanthurus nigrofuscus","Acanthuridae","PRIMARY"
"5078","NWHI","Midway","ACNR","Acanthurus nigroris","Acanthuridae","PRIMARY"
"5079","NWHI","Midway","ACOL","Acanthurus olivaceus","Acanthuridae","PRIMARY"
"5080","NWHI","Midway","ACTR","Acanthurus triostegus","Acanthuridae","PRIMARY"
"5081","NWHI","Midway","AENA","Aetobatus narinari","Myliobatidae","SECONDARY"
"5082","NWHI","Midway","ALSC","Aluterus scriptus","Monacanthidae","SECONDARY"
"5083","NWHI","Midway","ANCH","Anampses chrysocephalus","Labridae","SECONDARY"
"5084","NWHI","Midway","ANCU","Anampses cuvier","Labridae","SECONDARY"
"5085","NWHI","Midway","APAR","Apolemichthys arcuatus","Pomacanthidae","SECONDARY"
"5086","NWHI","Midway","APFU","Aphareus furca","Lutjanidae","PISCIVORE"
"5087","NWHI","Midway","APKA","Apogon kallopterus","Apogonidae","PLANKTIVORE"
"5088","NWHI","Midway","APVI","Aprion virescens","Lutjanidae","PISCIVORE"
"5089","NWHI","Midway","ARHI","Arothron hispidus","Tetraodontidae","SECONDARY"
"5090","NWHI","Midway","ARME","Arothron meleagris","Tetraodontidae","SECONDARY"
"5091","NWHI","Midway","AUCH","Aulostomus chinensis","Aulostomidae","PISCIVORE"
"5092","NWHI","Midway","BLEN","Blenniidae","Blenniidae","PLANKTIVORE"
"5093","NWHI","Midway","BOBI","Bodianus bilunulatus","Labridae","SECONDARY"
"5094","NWHI","Midway","BRMU","Brotula multibarbata","Ophidiidae","SECONDARY"
"5095","NWHI","Midway","CAAB","Carcharhinus amblyrhynchos","Carcharhinidae","PISCIVORE"
"5096","NWHI","Midway","CACA","Calotomus carolinus","Scaridae","PRIMARY"
"5097","NWHI","Midway","CACO","Canthigaster coronata","Tetraodontidae","PRIMARY"
"5098","NWHI","Midway","CADU","Cantherhines dumerilii","Monacanthidae","SECONDARY"
"5099","NWHI","Midway","CAFE","Carangoides ferdau","Carangidae","PISCIVORE"
"5100","NWHI","Midway","CAGA","Carcharhinus galapagensis","Carcharhinidae","PISCIVORE"
"5101","NWHI","Midway","CAIG","Caranx ignobilis","Carangidae","PISCIVORE"
"5102","NWHI","Midway","CAJA","Canthigaster jactator","Tetraodontidae","PRIMARY"
"5103","NWHI","Midway","CALU","Caranx lugubris","Carangidae","PISCIVORE"
"5104","NWHI","Midway","CAME","Caranx melampygus","Carangidae","PISCIVORE"
"5105","NWHI","Midway","CAOR","Carangoides orthogrammus","Carangidae","PISCIVORE"
"5106","NWHI","Midway","CARD","Apogonidae","Apogonidae","PLANKTIVORE"
"5107","NWHI","Midway","CASE","Caranx sexfasciatus","Carangidae","PISCIVORE"
"5108","NWHI","Midway","CATY","Caracanthus typicus","Caracanthidae","SECONDARY"
"5109","NWHI","Midway","CAVE","Cantherhines verecundus","Monacanthidae","PRIMARY"
"5110","NWHI","Midway","CAZO","Calotomus zonarchus","Scaridae","PRIMARY"
"5111","NWHI","Midway","CEFI","Centropyge fisheri","Pomacanthidae","PRIMARY"
"5112","NWHI","Midway","CEIN","Centropyge interruptus","Pomacanthidae","PRIMARY"
"5113","NWHI","Midway","CEPO","Centropyge potteri","Pomacanthidae","PRIMARY"
"5114","NWHI","Midway","CHAC","Chromis acares","Pomacentridae","PLANKTIVORE"
"5115","NWHI","Midway","CHAG","Chromis agilis","Pomacentridae","PLANKTIVORE"
"5116","NWHI","Midway","CHAU","Chaetodon auriga","Chaetodontidae","SECONDARY"
"5117","NWHI","Midway","CHFR","Chaetodon fremblii","Chaetodontidae","SECONDARY"
"5118","NWHI","Midway","CHHA","Chromis hanui","Pomacentridae","PLANKTIVORE"
"5119","NWHI","Midway","CHIN","Cheilio inermis","Labridae","SECONDARY"
"5120","NWHI","Midway","CHKL","Chaetodon kleinii","Chaetodontidae","PLANKTIVORE"
"5121","NWHI","Midway","CHLC","Chromis leucura","Pomacentridae","PLANKTIVORE"
"5122","NWHI","Midway","CHLT","Chaetodon lunulatus","Chaetodontidae","SECONDARY"
"5123","NWHI","Midway","CHMI","Chaetodon miliaris","Chaetodontidae","PLANKTIVORE"
"5124","NWHI","Midway","CHMU","Chaetodon multicinctus","Chaetodontidae","SECONDARY"
"5125","NWHI","Midway","CHOR","Chaetodon ornatissimus","Chaetodontidae","SECONDARY"
"5126","NWHI","Midway","CHOV","Chromis ovalis","Pomacentridae","PLANKTIVORE"
"5127","NWHI","Midway","CHPE","Chlorurus perspicillatus","Scaridae","PRIMARY"
"5128","NWHI","Midway","CHSO","Chlorurus sordidus","Scaridae","PRIMARY"
"5129","NWHI","Midway","CHUB","Kyphosus sp","Kyphosidae","PRIMARY"
"5130","NWHI","Midway","CHVA","Chromis vanderbilti","Pomacentridae","PLANKTIVORE"
"5131","NWHI","Midway","CHVE","Chromis verater","Pomacentridae","PLANKTIVORE"
"5132","NWHI","Midway","CIFA","Cirrhitops fasciatus","Cirrhitidae","SECONDARY"
"5133","NWHI","Midway","CIPI","Cirrhitus pinnulatus","Cirrhitidae","SECONDARY"
"5134","NWHI","Midway","CIVA","Cirripectes vanderbilti","Blenniidae","PRIMARY"
"5135","NWHI","Midway","COBA","Coris ballieui","Labridae","SECONDARY"
"5136","NWHI","Midway","COFL","Coris flavovittata","Labridae","SECONDARY"
"5137","NWHI","Midway","COGA","Coris gaimard","Labridae","SECONDARY"
"5138","NWHI","Midway","COVE","Coris venusta","Labridae","SECONDARY"
"5139","NWHI","Midway","CTHA","Ctenochaetus hawaiiensis","Acanthuridae","PRIMARY"
"5140","NWHI","Midway","CTST","Ctenochaetus strigosus","Acanthuridae","PRIMARY"
"5141","NWHI","Midway","CYLE","Cymolutes lecluse","Labridae","SECONDARY"
"5142","NWHI","Midway","DAAL","Dascyllus albisella","Pomacentridae","PLANKTIVORE"
"5143","NWHI","Midway","DEBA","Dendrochirus barberi","Scorpaenidae","SECONDARY"
"5144","NWHI","Midway","DEMA","Decapterus macarellus","Carangidae","PLANKTIVORE"
"5145","NWHI","Midway","DIHO","Diodon holocanthus","Diodontidae","SECONDARY"
"5146","NWHI","Midway","DIHY","Diodon hystrix","Diodontidae","SECONDARY"
"5147","NWHI","Midway","ENPA","Enchelycore pardalis","Muraenidae","PISCIVORE"
"5148","NWHI","Midway","EPIN","Epibulus insidiator","Labridae","SECONDARY"
"5149","NWHI","Midway","EPQU","Epinephelus quernus","Serranidae","PISCIVORE"
"5150","NWHI","Midway","EUAF","Euthynnus affinis","Scombridae","PISCIVORE"
"5151","NWHI","Midway","EXBR","Exallias brevis","Blenniidae","SECONDARY"
"5152","NWHI","Midway","FICO","Fistularia commersonii","Fistulariidae","PISCIVORE"
"5153","NWHI","Midway","FISH","Un-id fish sp",NA,"SECONDARY"
"5154","NWHI","Midway","FOFL","Forcipiger flavissimus","Chaetodontidae","SECONDARY"
"5155","NWHI","Midway","FOLO","Forcipiger longirostris","Chaetodontidae","SECONDARY"
"5156","NWHI","Midway","GEPE","Genicanthus personatus","Pomacanthidae","PLANKTIVORE"
"5157","NWHI","Midway","GOBI","Gobiidae","Gobiidae","SECONDARY"
"5158","NWHI","Midway","GOVA","Gomphosus varius","Labridae","SECONDARY"
"5159","NWHI","Midway","GOVI","Goniistius vittatus","Cheilodactylidae","SECONDARY"
"5160","NWHI","Midway","GUCU","Gunnellichthys curiosus","Microdesmidae","PLANKTIVORE"
"5161","NWHI","Midway","GYEU","Gymnothorax eurostus","Muraenidae","SECONDARY"
"5162","NWHI","Midway","GYFL","Gymnothorax flavimarginatus","Muraenidae","PISCIVORE"
"5163","NWHI","Midway","HAOR","Halichoeres ornatissimus","Labridae","SECONDARY"
"5164","NWHI","Midway","HECR","Heteropriacanthus cruentatus","Priacanthidae","PLANKTIVORE"
"5165","NWHI","Midway","HEDI","Heniochus diphreutes","Chaetodontidae","PLANKTIVORE"
"5166","NWHI","Midway","HEPO","Hemitaurichthys polylepis","Chaetodontidae","PLANKTIVORE"
"5167","NWHI","Midway","INAN","Iniistius aneitensis","Labridae","SECONDARY"
"5168","NWHI","Midway","KUSA","Kuhlia sandvicensis","Kuhliidae","PLANKTIVORE"
"5169","NWHI","Midway","KYCI","Kyphosus cinerascens","Kyphosidae","PRIMARY"
"5170","NWHI","Midway","KYHA","Kyphosus hawaiiensis","Kyphosidae","PRIMARY"
"5171","NWHI","Midway","KYSA","Kyphosus sandwicensis","Kyphosidae","PRIMARY"
"5172","NWHI","Midway","LAPH","Labroides phthirophagus","Labridae","SECONDARY"
"5173","NWHI","Midway","LIZA","Synodontidae","Synodontidae","PISCIVORE"
"5174","NWHI","Midway","LUKA","Lutjanus kasmira","Lutjanidae","SECONDARY"
"5175","NWHI","Midway","MABR","Malacanthus brevirostris","Malacanthidae","SECONDARY"
"5176","NWHI","Midway","MAGE","Macropharyngodon geoffroy","Labridae","SECONDARY"
"5177","NWHI","Midway","MENI","Melichthys niger","Balistidae","PLANKTIVORE"
"5178","NWHI","Midway","MEVI","Melichthys vidua","Balistidae","PRIMARY"
"5179","NWHI","Midway","MOGR","Monotaxis grandoculis","Lethrinidae","SECONDARY"
"5180","NWHI","Midway","MUFL","Mulloidichthys flavolineatus","Mullidae","SECONDARY"
"5181","NWHI","Midway","MUVA","Mulloidichthys vanicolensis","Mullidae","SECONDARY"
"5182","NWHI","Midway","MYAM","Myripristis amaena","Holocentridae","PLANKTIVORE"
"5183","NWHI","Midway","MYBE","Myripristis berndti","Holocentridae","PLANKTIVORE"
"5184","NWHI","Midway","MYCH","Myripristis chryseres","Holocentridae","PLANKTIVORE"
"5185","NWHI","Midway","MYKU","Myripristis kuntee","Holocentridae","PLANKTIVORE"
"5186","NWHI","Midway","MYMA","Myrichthys magnificus","Ophichthidae","SECONDARY"
"5187","NWHI","Midway","MYVI","Myripristis vittata","Holocentridae","PLANKTIVORE"
"5188","NWHI","Midway","NAAN","Naso annulatus","Acanthuridae","PLANKTIVORE"
"5189","NWHI","Midway","NABR","Naso brevirostris","Acanthuridae","PLANKTIVORE"
"5190","NWHI","Midway","NAHE","Naso hexacanthus","Acanthuridae","PLANKTIVORE"
"5191","NWHI","Midway","NALI","Naso lituratus","Acanthuridae","PRIMARY"
"5192","NWHI","Midway","NAMA","Naso maculatus","Acanthuridae","PLANKTIVORE"
"5193","NWHI","Midway","NAUN","Naso unicornis","Acanthuridae","PRIMARY"
"5194","NWHI","Midway","NEAU","Neoniphon aurolineatus","Holocentridae","SECONDARY"
"5195","NWHI","Midway","NESA","Neoniphon sammara","Holocentridae","SECONDARY"
"5196","NWHI","Midway","NESP","Neoniphon sp","Holocentridae","SECONDARY"
"5197","NWHI","Midway","NOTA","Novaculichthys taeniourus","Labridae","SECONDARY"
"5198","NWHI","Midway","OPFA","Oplegnathus fasciatus","Oplegnathidae","SECONDARY"
"5199","NWHI","Midway","OPPU","Oplegnathus punctatus","Oplegnathidae","SECONDARY"
"5200","NWHI","Midway","OSME","Ostracion meleagris","Ostraciidae","SECONDARY"
"5201","NWHI","Midway","OXBI","Oxycheilinus bimaculatus","Labridae","SECONDARY"
"5202","NWHI","Midway","OXUN","Oxycheilinus unifasciatus","Labridae","PISCIVORE"
"5203","NWHI","Midway","PAAR","Paracirrhites arcatus","Cirrhitidae","SECONDARY"
"5204","NWHI","Midway","PACY","Parupeneus cyclostomus","Mullidae","PISCIVORE"
"5205","NWHI","Midway","PAFO","Paracirrhites forsteri","Cirrhitidae","PISCIVORE"
"5206","NWHI","Midway","PAIN","Parupeneus insularis","Mullidae","SECONDARY"
"5207","NWHI","Midway","PAMU","Parupeneus multifasciatus","Mullidae","SECONDARY"
"5208","NWHI","Midway","PAPL","Parupeneus pleurostigma","Mullidae","SECONDARY"
"5209","NWHI","Midway","PAPO","Parupeneus porphyreus","Mullidae","SECONDARY"
"5210","NWHI","Midway","PARR","Scaridae","Scaridae","PRIMARY"
"5211","NWHI","Midway","PASC","Parapercis schauinslandii","Pinguipedidae","SECONDARY"
"5212","NWHI","Midway","PESP","Pervagor spilosoma","Monacanthidae","SECONDARY"
"5213","NWHI","Midway","PLAR","Platybelone argalus","Belonidae","PISCIVORE"
"5214","NWHI","Midway","PLEW","Plagiotremus ewaensis","Blenniidae","SECONDARY"
"5215","NWHI","Midway","PLGO","Plagiotremus goslinei","Blenniidae","SECONDARY"
"5216","NWHI","Midway","PLIM","Plectroglyphidodon imparipennis","Pomacentridae","SECONDARY"
"5217","NWHI","Midway","PLJO","Plectroglyphidodon johnstonianus","Pomacentridae","SECONDARY"
"5218","NWHI","Midway","PSCE","Pseudojuloides cerasinus","Labridae","SECONDARY"
"5219","NWHI","Midway","PSDE","Pseudocaranx dentex","Carangidae","PISCIVORE"
"5220","NWHI","Midway","PSOC","Pseudocheilinus octotaenia","Labridae","SECONDARY"
"5221","NWHI","Midway","PSTE","Pseudocheilinus tetrataenia","Labridae","SECONDARY"
"5222","NWHI","Midway","PSTH","Pseudanthias thompsoni","Serranidae","PLANKTIVORE"
"5223","NWHI","Midway","PTHE","Ptereleotris heteroptera","Ptereleotridae","PLANKTIVORE"
"5224","NWHI","Midway","PTSP","Pterois sphex","Scorpaenidae","PISCIVORE"
"5225","NWHI","Midway","SADI","Sargocentron diadema","Holocentridae","SECONDARY"
"5226","NWHI","Midway","SAEN","Sargocentron ensifer","Holocentridae","SECONDARY"
"5227","NWHI","Midway","SAPP","Sargocentron sp","Holocentridae","SECONDARY"
"5228","NWHI","Midway","SASP","Sargocentron spiniferum","Holocentridae","SECONDARY"
"5229","NWHI","Midway","SAXA","Sargocentron xantherythrum","Holocentridae","SECONDARY"
"5230","NWHI","Midway","SCCA","Scorpaenopsis cacopsis","Scorpaenidae","PISCIVORE"
"5231","NWHI","Midway","SCDU","Scarus dubius","Scaridae","PRIMARY"
"5232","NWHI","Midway","SCLY","Scomberoides lysan","Carangidae","PISCIVORE"
"5233","NWHI","Midway","SCPS","Scarus psittacus","Scaridae","PRIMARY"
"5234","NWHI","Midway","SCRU","Scarus rubroviolaceus","Scaridae","PRIMARY"
"5235","NWHI","Midway","SCSP","Scarus sp","Scaridae","PRIMARY"
"5236","NWHI","Midway","SEBA","Sebastapistes ballieui","Scorpaenidae","SECONDARY"
"5237","NWHI","Midway","SECO","Sebastapistes coniorta","Scorpaenidae","SECONDARY"
"5238","NWHI","Midway","SEDU","Seriola dumerili","Carangidae","PISCIVORE"
"5239","NWHI","Midway","SPBA","Sphyraena barracuda","Sphyraenidae","PISCIVORE"
"5240","NWHI","Midway","SPDE","Spratelloides delicatulus","Clupeidae","PLANKTIVORE"
"5241","NWHI","Midway","STBA","Stethojulis balteata","Labridae","SECONDARY"
"5242","NWHI","Midway","STFA","Stegastes fasciolatus","Pomacentridae","PRIMARY"
"5243","NWHI","Midway","SUBU","Sufflamen bursa","Balistidae","SECONDARY"
"5244","NWHI","Midway","SUFR","Sufflamen fraenatum","Balistidae","SECONDARY"
"5245","NWHI","Midway","SYBI","Synodus binotatus","Synodontidae","PISCIVORE"
"5246","NWHI","Midway","SYDE","Synodus dermatogenys","Synodontidae","PISCIVORE"
"5247","NWHI","Midway","SYUL","Synodus ulae","Synodontidae","PISCIVORE"
"5248","NWHI","Midway","SYVA","Synodus variegatus","Synodontidae","PISCIVORE"
"5249","NWHI","Midway","THBA","Thalassoma ballieui","Labridae","SECONDARY"
"5250","NWHI","Midway","THDU","Thalassoma duperrey","Labridae","SECONDARY"
"5251","NWHI","Midway","THPU","Thalassoma purpureum","Labridae","SECONDARY"
"5252","NWHI","Midway","THQU","Thalassoma quinquevittatum","Labridae","SECONDARY"
"5253","NWHI","Midway","THSP","Thalassoma sp","Labridae","SECONDARY"
"5254","NWHI","Midway","THTR","Thalassoma trilobatum","Labridae","SECONDARY"
"5255","NWHI","Midway","TROB","Triaenodon obesus","Carcharhinidae","PISCIVORE"
"5256","NWHI","Midway","WRAS","Labridae","Labridae","SECONDARY"
"5257","NWHI","Midway","XAAU","Xanthichthys auromarginatus","Balistidae","PLANKTIVORE"
"5258","NWHI","Midway","XAME","Xanthichthys mento","Balistidae","PLANKTIVORE"
"5259","NWHI","Midway","ZACO","Zanclus cornutus","Zanclidae","SECONDARY"
"5260","NWHI","Midway","ZEFL","Zebrasoma flavescens","Acanthuridae","PRIMARY"
"5261","NWHI","Midway","ZEVE","Zebrasoma veliferum","Acanthuridae","PRIMARY"
"5262","MHI","Molokai","ABAB","Abudefduf abdominalis","Pomacentridae","PLANKTIVORE"
"5263","MHI","Molokai","ABSO","Abudefduf sordidus","Pomacentridae","PRIMARY"
"5264","MHI","Molokai","ABVA","Abudefduf vaigiensis","Pomacentridae","PLANKTIVORE"
"5265","MHI","Molokai","ACAC","Acanthurus achilles","Acanthuridae","PRIMARY"
"5266","MHI","Molokai","ACBL","Acanthurus blochii","Acanthuridae","PRIMARY"
"5267","MHI","Molokai","ACDU","Acanthurus dussumieri","Acanthuridae","PRIMARY"
"5268","MHI","Molokai","ACGU","Acanthurus guttatus","Acanthuridae","PRIMARY"
"5269","MHI","Molokai","ACLE","Acanthurus leucopareius","Acanthuridae","PRIMARY"
"5270","MHI","Molokai","ACNC","Acanthurus nigricans","Acanthuridae","PRIMARY"
"5271","MHI","Molokai","ACNF","Acanthurus nigrofuscus","Acanthuridae","PRIMARY"
"5272","MHI","Molokai","ACNR","Acanthurus nigroris","Acanthuridae","PRIMARY"
"5273","MHI","Molokai","ACOL","Acanthurus olivaceus","Acanthuridae","PRIMARY"
"5274","MHI","Molokai","ACSP","Acanthurus sp","Acanthuridae","PRIMARY"
"5275","MHI","Molokai","ACTH","Acanthurus thompsoni","Acanthuridae","PLANKTIVORE"
"5276","MHI","Molokai","ACTR","Acanthurus triostegus","Acanthuridae","PRIMARY"
"5277","MHI","Molokai","ACXA","Acanthurus xanthopterus","Acanthuridae","PRIMARY"
"5278","MHI","Molokai","AENA","Aetobatus narinari","Myliobatidae","SECONDARY"
"5279","MHI","Molokai","ANCH","Anampses chrysocephalus","Labridae","SECONDARY"
"5280","MHI","Molokai","ANCU","Anampses cuvier","Labridae","SECONDARY"
"5281","MHI","Molokai","APAR","Apolemichthys arcuatus","Pomacanthidae","SECONDARY"
"5282","MHI","Molokai","APFU","Aphareus furca","Lutjanidae","PISCIVORE"
"5283","MHI","Molokai","APKA","Apogon kallopterus","Apogonidae","PLANKTIVORE"
"5284","MHI","Molokai","APSP","Apogon sp","Apogonidae","PLANKTIVORE"
"5285","MHI","Molokai","APVI","Aprion virescens","Lutjanidae","PISCIVORE"
"5286","MHI","Molokai","AUCH","Aulostomus chinensis","Aulostomidae","PISCIVORE"
"5287","MHI","Molokai","BAPO","Balistes polylepis","Balistidae","SECONDARY"
"5288","MHI","Molokai","BLEN","Blenniidae","Blenniidae","PLANKTIVORE"
"5289","MHI","Molokai","BOBI","Bodianus bilunulatus","Labridae","SECONDARY"
"5290","MHI","Molokai","CAAM","Canthigaster amboinensis","Tetraodontidae","PRIMARY"
"5291","MHI","Molokai","CACA","Calotomus carolinus","Scaridae","PRIMARY"
"5292","MHI","Molokai","CACO","Canthigaster coronata","Tetraodontidae","PRIMARY"
"5293","MHI","Molokai","CADU","Cantherhines dumerilii","Monacanthidae","SECONDARY"
"5294","MHI","Molokai","CAEP","Canthigaster epilampra","Tetraodontidae","PRIMARY"
"5295","MHI","Molokai","CAFE","Carangoides ferdau","Carangidae","PISCIVORE"
"5296","MHI","Molokai","CAIG","Caranx ignobilis","Carangidae","PISCIVORE"
"5297","MHI","Molokai","CAJA","Canthigaster jactator","Tetraodontidae","PRIMARY"
"5298","MHI","Molokai","CAME","Caranx melampygus","Carangidae","PISCIVORE"
"5299","MHI","Molokai","CAOR","Carangoides orthogrammus","Carangidae","PISCIVORE"
"5300","MHI","Molokai","CARD","Apogonidae","Apogonidae","PLANKTIVORE"
"5301","MHI","Molokai","CASA","Cantherhines sandwichiensis","Monacanthidae","PRIMARY"
"5302","MHI","Molokai","CATY","Caracanthus typicus","Caracanthidae","SECONDARY"
"5303","MHI","Molokai","CAVE","Cantherhines verecundus","Monacanthidae","PRIMARY"
"5304","MHI","Molokai","CAZO","Calotomus zonarchus","Scaridae","PRIMARY"
"5305","MHI","Molokai","CEAR","Cephalopholis argus","Serranidae","PISCIVORE"
"5306","MHI","Molokai","CEFI","Centropyge fisheri","Pomacanthidae","PRIMARY"
"5307","MHI","Molokai","CELO","Centropyge loricula","Pomacanthidae","PRIMARY"
"5308","MHI","Molokai","CEPO","Centropyge potteri","Pomacanthidae","PRIMARY"
"5309","MHI","Molokai","CHAG","Chromis agilis","Pomacentridae","PLANKTIVORE"
"5310","MHI","Molokai","CHAU","Chaetodon auriga","Chaetodontidae","SECONDARY"
"5311","MHI","Molokai","CHCH","Chanos chanos","Chanidae","PRIMARY"
"5312","MHI","Molokai","CHCI","Chaetodon citrinellus","Chaetodontidae","SECONDARY"
"5313","MHI","Molokai","CHEP","Chaetodon ephippium","Chaetodontidae","SECONDARY"
"5314","MHI","Molokai","CHFR","Chaetodon fremblii","Chaetodontidae","SECONDARY"
"5315","MHI","Molokai","CHHA","Chromis hanui","Pomacentridae","PLANKTIVORE"
"5316","MHI","Molokai","CHIN","Cheilio inermis","Labridae","SECONDARY"
"5317","MHI","Molokai","CHKL","Chaetodon kleinii","Chaetodontidae","PLANKTIVORE"
"5318","MHI","Molokai","CHLC","Chromis leucura","Pomacentridae","PLANKTIVORE"
"5319","MHI","Molokai","CHLI","Chaetodon lineolatus","Chaetodontidae","SECONDARY"
"5320","MHI","Molokai","CHLT","Chaetodon lunulatus","Chaetodontidae","SECONDARY"
"5321","MHI","Molokai","CHLU","Chaetodon lunula","Chaetodontidae","SECONDARY"
"5322","MHI","Molokai","CHMI","Chaetodon miliaris","Chaetodontidae","PLANKTIVORE"
"5323","MHI","Molokai","CHMU","Chaetodon multicinctus","Chaetodontidae","SECONDARY"
"5324","MHI","Molokai","CHOR","Chaetodon ornatissimus","Chaetodontidae","SECONDARY"
"5325","MHI","Molokai","CHOV","Chromis ovalis","Pomacentridae","PLANKTIVORE"
"5326","MHI","Molokai","CHPE","Chlorurus perspicillatus","Scaridae","PRIMARY"
"5327","MHI","Molokai","CHQU","Chaetodon quadrimaculatus","Chaetodontidae","SECONDARY"
"5328","MHI","Molokai","CHSO","Chlorurus sordidus","Scaridae","PRIMARY"
"5329","MHI","Molokai","CHUB","Kyphosus sp","Kyphosidae","PRIMARY"
"5330","MHI","Molokai","CHUN","Chaetodon unimaculatus","Chaetodontidae","SECONDARY"
"5331","MHI","Molokai","CHVA","Chromis vanderbilti","Pomacentridae","PLANKTIVORE"
"5332","MHI","Molokai","CHVE","Chromis verater","Pomacentridae","PLANKTIVORE"
